journal,continuity,topic_focus,contradiction_integration,cognitive_clarity,narrative_closure,overall_entropy,reasoning
"i cant really hold the pen right my hands keep doing that stupid shake thing and theres dirt still in my nails from site because of course there is i was gonna wash up first but then her phone. his message. not even hiding it really just there like im some idiot standing in my boots in the kitchen tracking mud everywhere and she said wait i can explain and i hate that sentence now i hate the whole kitchen

I worked ten hours today carrying drywall and my shoulder already felt like glass and then this. i kept thinking about the scaffold this morning like did i lock the wheels or was that yesterday no i did lock them i know i did why am i thinking about that when shes in there crying too which is almost funny no not funny i cant breathe right

she said it didnt mean anything then why am i the one folded up on the bathroom floor like a little kid. 23 years old and crying so hard snot everywhere real dignified. i bought milk on the way home. still in the truck probably warm now. who cares. i keep hearing rebar clanging in my head and her saying my name like that soft voice when people already broke the thing and now want to pet it better

i keep going back to his message. hey last night was. was what. was what?? i shouldve punched something but i just sat there staring at the grout line. one cracked tile by the sink been meaning to fix it. been meaning. been meaning a lot apparently

i wanna call my brother but he'll ask questions and i dont have them i have wet sleeves and a chest that feels caved in and tomorrow 6am alarm still coming like normal like the world didnt split open in a one bedroom apartment over somebody saying babe im sorry i didnt mean to i didnt mean to i didnt",2,2,3,2,2,7,"The entry shows severe fragmentation with thoughts jumping between physical sensations, work details, the betrayal, and random objects without clear transitions. While there's some thematic coherence around the emotional crisis, the expression is highly scattered with incomplete sentences, abrupt shifts, and stream-of-consciousness fragmentation that makes it difficult to follow the narrative thread."
"Holiday break and the apartment is so loud somehow even with nothing on. Fridge hum. radiator ticking. I thought I wanted quiet but not this kind, this kind gets under the skin and then I start thinking about school and the email I did not answer, or did I answer it and only in my head because I keep doing that now, composing things nowhere. Mrs. Alvarez from 3rd period said enjoy the rest and I said you too like a machine and forgot her kid's name after teaching him since August. August? no September. God.

I was going to make potatoes but then the pan looked wrong somehow and I stood there holding it forever. Medication brain. cotton where the thought should be. I keep opening the cabinet for a glass and seeing the cinnamon and thinking of Christmas at my sister's but I'm not there because of the stupid comment from last year or maybe not stupid maybe mine was worse I cant replay it cleanly. just pieces. her face. the ham drying out. someone laughing in the den and me wishing I could unzip myself and leave

I should grade the essays. metaphor and theme and complete sentences hah. I wrote ""good insight"" on one three times on three different papers maybe same paper? there are papers in my bag still in the car I think. cold turkey in the fridge no appetite no wait I ate cookies for dinner so thats not true. The neighbor keeps moving furniture or burying a body. joking. not really joking just trying to hear something besides my own head doing laps

I miss people until they text and then I stare at it too long. Mom called earlier I let it ring because if she asks what I did today I can't say wandered from sofa to sink to window to sofa. looked at the tree lights of strangers. forgot what day. It's a holiday and I'm alone and I know lots of people are alone and that is supposed to make it less but it doesnt. I need to send that email. the email. and the potatoes are still",2,2,3,2,1,7,"The entry shows significant fragmentation with frequent mid-thought breaks, abrupt topic shifts, and incomplete sentences that create poor continuity and focus. Multiple contradictions appear (wanting quiet but not this kind, no appetite but ate cookies) with only partial awareness, and the entry ends mid-sentence without resolution, suggesting high cognitive load and disorganized mental state."
"2:08 or 2:18 whatever. i should not have gone back for the last ones because it was already that spinning but i did anyway like an idiot. my keys were in the fridge no wait that was yesterday. i keep smelling beer in my hoodie and fryer grease from the truck and i dont even work fries, why does everything smell like old oil when im not even there

had a route at 7. had. have? shit. i set three alarms and the phone is at 14% and i cant find the charger because i took it in the van maybe. if i left it in the van im dead. not dead just fired maybe not fired but they do that face, that quiet face. i said i was done drinking on weekdays and then tuesday became somehow not a weekday in my head which is very smart real genius stuff

my stomach is making threats. i keep thinking about that lady on maple who tips exact coins in my hand like counting me out and i said thanks maam like a child. need gas too. need water first. no dont chug water you'll throw up. maybe toast. theres no bread. i bought bread didnt i. i bought ice and peanuts and something blue. where is the bread

texted jen. bad idea. not even sure what i said because there are 4 bubbles from me and none from her and i dont want to open it again. i should call in sick but then they'll know. they always know from your voice and i cant do that fake normal thing right now. mouth tastes like battery. i miss when saturdays were just sleep and football and not this stupid hiding from sunlight thing

i need to shower before lying down no if i lie down i wont get up and if i dont get up then the route and the van and jen and the bread i swear i had bread i",2,2,3,1,1,8,"This entry shows severe fragmentation with frequent mid-thought breaks, contradictory statements about time and actions, and chaotic punctuation patterns indicating high cognitive load. The narrative abruptly ends mid-sentence with no resolution, and topics bleed into each other without clear organization, creating a stream-of-consciousness that's difficult to follow."
"2:07 or 2:17 i keep looking and it moves. got fired today lol not lol I keep typing lol like it makes it smaller. they said reliability and I was literally there all the time except when I wasn't because of meds pickup for her and the laundry and the whole thing with the bathroom floor. I can still smell bleach on my hands or maybe vodka. both probably

I told him I said no wait I didnt say anything actually thats the worst part I just stood there nodding like yeah okay sure take my name tag too why was it warm from my hand after. stupid detail. the fridge is humming too loud. moms asleep i think. or not. I should check but if I open her door she'll wake up and then she'll ask what happened and I cant do the face again

fired. fired sounds like a cartoon cannon. not like no money not like rent not like next week and the pills and eggs are 5 dollars now or 7 I saw 7 somewhere maybe that was gas. I was supposed to text Mia back. she said call me if u need and I do but I dont want the voice thing because then it becomes real and I already heard it once in that office with the plant nobody waters probably fake plant. maybe I shouldve cried. maybe not. I looked at the manager's teeth the whole time. normal teeth. insane that normal teeth can ruin your month

I keep thinking I forgot to feed the cat but we dont have a cat anymore. thats not even today. see. and I still need to set out the morning meds and I keep coming back to fired because what do you do after that just tomorrow? just wake up? I had a job this morning. i had a job this morni",2,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, chaotic topic switches (time, firing, smells, mother, cat, etc.), and numerous incomplete sentences that cut off abruptly. The cognitive overload is evident through fragments, self-corrections, and the entry literally ending mid-sentence, indicating extremely high mental entropy during crisis processing."
"I am literally typing here and to him and mom is calling from the other room again hold on no dont hold on because thats the whole problem everyone wants something right this second and he keeps saying ""calm down"" like thats a button I misplaced the blue pills no not mine hers the evening ones I put them by the sink I think unless that was yesterday

He said I always do this. what is this exactly answering three people at once because someone has to. I was trying to tell him I cant come over tonight because I have to change the sheets again and the laundry is still wet and he turned it into well you never make time and now my phone is hot in my hand and I forgot if I fed the cat or just thought about feeding the cat

I did feed him. maybe. there was a bowl there. anyway he texted ""k"" which is not okay, people who say just k know what theyre doing and now hes sending paragraphs and I cant read them because she needs help getting up and I swear I just sat down five minutes ago or an hour maybe. The soup boiled over. no that was earlier. I can still smell it though

I am so tired of being needed in stereo. in surround sound. sorry thats dramatic but also not dramatic enough because my chest is doing that fast bird thing again and hes saying im avoiding him when Im literally here everywhere too many heres. I should answer him I shouldnt answer him I should answer him after I find the pills after I switch the wash after I

he said ""forget it"" and now I cant stop looking at that and mom is asking who Im mad at and I said no one which isnt true its just easier than explaining the whole...",2,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-sentence breaks, stream-of-consciousness jumps between topics (pills, boyfriend, laundry, cat, phone), and multiple incomplete thoughts that trail off without resolution. The cognitive overload is evident through frequent interruptions, restarts, and the chaotic structure that mirrors the overwhelming simultaneous demands being described."
"I said I was only ten minutes late and he did that face again like the one with the eyebrows and I hate that face because then I forget what I was even trying to say. not forget exactly just it goes slippery. The pills do that maybe or maybe him talking over me or the fryer noise still in my ears even at home still hear beeping. fries up nuggets down wipe the lobby no that was earlier

He said I dont listen which is rich because I was listening too much probably every little thing clanking in the sink and the TV too loud and his damn sighing. I was trying to explain about the milk and the rent and my shift got changed again but then he brought up last Tuesday or maybe was it Sunday. Anyway then we were in it again. same circle same stupid hallway words. I should have walked out before the coffee mug thing not thrown just loud. loud enough

My head feels packed with cotton. Took the night meds too early maybe. or not early enough because I stood in the kitchen staring at the bread ties for I dont know how long and the cat was yelling and I couldnt remember if I fed him, I did feed him I think. He said you always say I think. well yes because I THINK, what else am I supposed to say when everything gets fogged over like a drive thru window after rain

I keep going back to when he said maybe youre not here anymore. what does that even mean I was right there in my shoes with grease on my cuff and my name tag crooked. not here. I hate that. I hate him saying sorry after like it fixes the plate and the look and now I cant sleep because the alarm is 4:30 and I still need to wash the uniform unless I already did that yesterday no that was the towels. I should text him from the couch but no because then he'll come out and start again and I cant do the eyebrows again I just cant if he says not here one more",2,2,2,1,1,8,"The entry shows severe fragmentation with frequent mid-sentence breaks, stream-of-consciousness shifts between topics (argument, work, medication, cat, sleep), and numerous incomplete thoughts. The writing demonstrates high cognitive load through constant self-corrections, uncertainty markers ('I think', 'maybe'), and sentences that trail off without completion, creating a chaotic narrative structure."
"I am literally steaming milk and shaking at the same time which is probably not safe and she keeps texting okay fine not texting now because I said dont and then I checked anyway. I hate when the pitchers scream like that. Whole bar smelled burnt this morning or maybe me, maybe my cardigan. I told her I was working, WORKING, not ignoring and now somehow its about last Tuesday and the rent and why I said ""whatever"" like that. I didnt say it like that I said it fast because two oat no foam and a man snapping fingers at me like im a dog

I keep typing sorry and deleting it because sorry for what exactly for being 55 and tired and my wrists hurt and I cant stand people saying calm down, if I could I would have by now. Jen asked if I restocked lids I said yes I think yes maybe not the small ones. God if the district manager comes in today. also I still need to call the pharmacy. no wait I already did or I dreamed it. 

She said you always do this and I dont even know what this is. defending myself? breathing wrong? I was going to explain but then ticket printer started spitting and my phone buzzed again and I nearly dropped a cappuccino. not her. my son asking if I can watch the dog Sunday. I cant even watch my own hands right now

I should not have sent that thumbs up because now it looks rude and it was just fast just fast everything is fast and loud and she said fine. Fine means not fine everyone knows that. I need to answer but if I answer its worse and if I dont then thats also worse. Anyway the lids. I know I did the lids. unless that was yesterday",2,2,2,2,2,8,"This entry shows severe fragmentation with thoughts jumping between work tasks, relationship conflict, physical sensations, and uncertainty about basic actions without clear connections. The writer demonstrates high cognitive load through sentence fragments, hedging ('I think yes maybe not'), and confusion about whether tasks were completed or dreamed. Multiple conflicts remain unresolved and the narrative trails off without closure, indicating significant mental disorganization."
"36 hours awake maybe 37 if the drive home counts because I wasnt really home, not now. Boxes by the door and her mug still in the sink which is stupid because she said take whatever but not that one no wait that was the plant. I keep mixing up what is mine. keys. charger. the blue blanket maybe not the blanket

Had to do night shift pretending cameras and doors and badges matter while my whole apartment is in pieces and my face felt hot all night. One guy asked if I was good and I said yeah man just tired which is funny. not funny. I wrote an incident report and almost put her name where the company name goes. brain static

Need to move the dresser tomorrow except it is today already. Truck at 10 or maybe 9:30 I should text my brother. I should not text her. I should text her about the lease no actually only the lease because every time I open the thread I scroll up and then there was that picture from the fair and the dumb fried oreos and I can smell cardboard now why do boxes smell like wet dust

Keep thinking I hear her in the kitchen doing that cabinet slam thing but its the fridge kicking on. I need sleep first but if I sleep I miss the truck if I dont sleep I forget the screws again like last trip and then the bed frame just. whatever. Security uniform still on. one boot off one on. Been sitting like this forever

I dont even know where the cat toy came from we never had a cat. maybe from the last tenant or maybe hers from before me. not important but I put it in the keep pile and now theres a keep pile and a go pile and a trash pile and I keep moving the same shirt between them because it smells like detergent she bought and I cant",2,2,3,2,1,8,"The entry shows severe fragmentation with thoughts breaking mid-sentence, jumping between present exhaustion and apartment details without clear connections. While there's underlying coherence around moving out after a breakup, the expression is highly disorganized with incomplete sentences, abrupt topic shifts, and multiple unfinished thoughts that create significant cognitive noise."
"I found out and then didnt find out because he kept saying no babe no babe like if you say it soft enough it turns into not real but there was her name and the stupid little heart and who even uses that emoji like that. I was making mac and cheese for the baby and the noodles boiled over and I just stood there looking at the phone and the pot hissing like a snake or radiator or whatever. kitchen smells burnt now. whole house smells burnt maybe me too

I keep trying to write one thing. He cheated. there. disgusting word. ugly wet word. I want to smash every cup in the sink but then who cleans it me obviously because who else. I folded tiny socks today while reading messages that shouldnt exist. tiny socks. filthy messages. I almost laughed. not funny. a little funny in a cursed way. no wait not funny

Baby threw peas on the floor and I cried over peas which is insane except not insane because its not about peas its about him saying youre crazy when I literally saw it with my own eyes and then I forgot to switch the laundry and now its going to smell sour great perfect. everything is damp and wrong

I havent eaten except crusts and one cold nugget and coffee coffee coffee bad idea maybe good idea I cant sit down my legs feel buzzy. I keep thinking I should leave. where. with what money. and then I look at his toothbrush and want to snap it in half which is childish but he was in someone elses mouth no thats not even how toothbrushes work jesus

He cheated. I keep circling that because if I stop maybe it means I have to decide something and I cant decide anything I cant even find the wipes and I bought wipes yesterday unless I didnt. The baby is asleep finally or maybe just quiet. I should check. I should check and then his phone and then the laundry and then",2,2,3,2,1,8,"The entry shows severe fragmentation with thoughts jumping between domestic tasks, betrayal, and emotional responses without clear connections. While there's some awareness of contradictory feelings about the situation, the cognitive overload is evident through incomplete sentences, fragmented thoughts, and the abrupt ending mid-sentence that leaves everything unresolved."
"3:07 and im awake again because of that dream, not dream, it was him in the hallway but also mom in the bed and I couldnt get to either one because my feet were doing that carpet-stuck thing and the monitor kept beeping even though we dont even have that monitor anymore why did I hear it. I checked the stove twice. three times maybe. the kettle was cold so why am I still smelling gas

I keep thinking I forgot her 8pm pills and no I didnt I wrote it down I always write it down unless I wrote it down wrong which is worse actually. my hands wont stop doing this. stupid. I need water but the sink light is too bright and if I turn it on I'll see the dishes and then remember tomorrow no today technically and I havent called the insurance people back and the form is on the table under the bananas that went black fast, way too fast, thats not normal probably normal

I heard a floorboard and for one second I thought dad was home which is insane because. anyway I locked the back door I know I did but I had to go check and then I saw her blanket slipping off and fixed it and she didnt wake up thank god except what if she did wake up earlier and called me and I slept through it. I should move the chair closer to her room. I should sleep. I should not sleep because of the dream because in it she stopped breathing and I was folding towels, folding towels, who folds towels while somebody is

my chest hurts. not hurts, just squeezing. probably panic probably coffee at 6 which was dumb but I was so tired and tomorrow the aide might cancel again and I cant do another whole day smiling like its fine its not fine its manageable no thats the word people like. manageable

I need to check if she's breathing again then maybe lie down maybe not",2,1,2,1,1,8,"This entry shows severe fragmentation with constant mid-thought breaks, chaotic topic switching between dreams, caregiving tasks, and anxiety spirals without clear boundaries. The writing contains numerous incomplete sentences, abrupt restarts, and stream-of-consciousness jumps that create high cognitive noise and leave multiple threads unresolved."
"36 hours awake maybe 37 because the clock in the kitchen is wrong or I am. I keep hearing the cooler doors from work slam shut in my head and beep beep register drawer and her phone lit up on the counter and I wish I never looked but I looked and now I can't unlook that stupid sentence hey last night was amazing. amazing. while I was folding my red work polos because tomorrow is truck day no tomorrow is not even real if I don't sleep

I tried making toast and then forgot bread was in the toaster and smelled burning and thought good. honestly good let it all just. no the smoke alarm battery is dead, been chirping for weeks, like me I guess. I keep thinking I should text her no I did text her too much already three bubbles from me one from her saying ""it just happened"" people don't just happen that's rain that's coupons printing out not that

my feet hurt. weird thing to write but they do, like all 9 hour shifts are still standing inside them. I have to open at 6 and smile at people asking if we have more in back and I want to say yeah in back we have betrayal and dented canned beans and one manager with coffee breath. stupid. not funny.

I keep going back to the part where she said it meant nothing and then why am I the one shaking so hard the spoon fell in the sink and I thought of dad dropping his keys before he left and anyway the cat won't come near me tonight maybe I smell like burnt bread and panic. I should pack a bag maybe hers maybe mine I don't even know where the extra duffel is. closet? car? no the car needs gas and my card is almost maxed because rent because life because I was saving for that weekend trip and she

I was going to say something important. I had it. It was about the message and the blue light on her face and how normal she looked, that's the worst part, normal like asking if we need milk and then somebody else had their hands on her waist I can't stop seeing that and I didn't even see it I just made it and made it and",2,2,2,1,1,8,"The entry shows severe fragmentation with frequent mid-sentence breaks, stream-of-consciousness jumps between topics (work, betrayal, physical sensations), and multiple incomplete thoughts that trail off entirely. Sleep deprivation and emotional distress create high cognitive load evidenced by fragments, restarts, and the final sentence ending mid-thought without any resolution."
"they keep calling names and every time the door opens my stomach drops like it's mine no not yet but it will be and I shouldnt have had the second coffee this morning stupid because now my hands are doing that little tremor thing and I can smell espresso on my sweater even here. I left the opener notes on the counter did I write oat milk low?? if I didnt then tomorrow is going to be a whole thing and Marcy will text me those clipped little sentences. not the point. the point is sitting here under these lights with that fish tank bubbling too loud and the receptionist chewing gum like a clock

I keep trying to read the same poster about blood pressure and I cant get past the cartoon heart. bad news has a shape before it lands I swear it does. like when milk goes just before sour, you smell it first. I know they're going to say something and I keep rehearsing okay what if its manageable what if its not what if they say we caught it early what if they dont finish the sentence and just look at me with that face. I hate that face. maybe they already know and are just back there with my file open saying poor thing, poor idiot, shouldve come in sooner

my phone is at 12 percent and mom keeps sending ? and where are you and I cant answer because if I type it then it becomes a real thing also I forgot to lock my car maybe I did lock it no I heard the beep unless that was someone else. god my chest. not heart attack probably just panic unless. no panic. probably. the vending machine ate someones dollar and that feels important for some reason like the universe stacking stupid little proofs. I want water but if they call me while Im up then then

I keep thinking of the grinder jamming this morning and coffee grounds all over my hands and how normal that was five hours ago and now this chair this air conditioner this waiting and if they say what I think theyre going to say then work tomorrow how do people just go back and steam milk and smile okay what can I get started for you when your head is full of",2,2,3,1,1,8,"This entry shows severe fragmentation with thoughts breaking mid-sentence, jumping between coffee shop details, medical anxiety, and random observations without clear connections. The cognitive load is extremely high with incomplete thoughts, run-on sentences, and chaotic punctuation, ending abruptly mid-thought with no resolution."
"36 hours awake maybe 37 if the nap in the library chair doesnt count because it didnt I was still hearing the vending machine hum through my teeth. holiday lights outside and everyone keeps saying cozy like that means anything when the fridge is making that clicking noise again and I forgot if I ate. I had crackers maybe. or that was yesterday

I should call mom but then she'll ask if I went anywhere and I didnt and then the whole why are you alone thing and I cant do that voice tonight. also my paper. the paper. opened the doc 9 times wrote the title changed the font why did I change the font like that matters when my brain is cotton and bees. professor said extension maybe but I already asked once no twice? god

The neighbors are laughing or fighting hard to tell through the wall. I keep thinking someone texted me and its only the weather app saying wind advisory. okay thanks yes the wind also has plans apparently. I put water on to boil for tea and then forgot why the kettle was screaming. not screaming. whistling. same thing kind of

I keep doing lists. shower laundry email eat sleep sleep sleep except I cant because every time I close my eyes I remember stupid stuff from 2019 and also what if I fail this semester over one class over one missing quiz over all of it. and rent next month and my bank app looked rude today. 14 dollars. festive

I thought holidays were supposed to feel softer but everything is too bright and I can hear my own heartbeat in my pillow and I should sleep before I start crying again or cleaning the kitchen at 3am or texting people I dont even like just to prove I still exist which is pathetic no wait not pathetic just

I need to sleep I need to finish the paper I need to call mom I need",2,2,3,1,1,8,"This entry shows severe fragmentation with thoughts breaking mid-sentence, jumping between topics without transitions, and heavy cognitive load markers like fragments and restarts. The writing trails off incomplete with multiple unresolved threads, though there's some awareness of internal conflicts around isolation and academic pressure."
"I drove six hours today or maybe four I kept missing the number on the app because every face getting in the car looked like they knew already. like they could smell it on me. she said it was ""nothing"" and then why are there 47 messages at 2:13 a.m. nothing doesnt need deleting. I parked behind the gas station just to sit there and the ice machine kept clunking like someone knocking to be let out

I should vacuum the back seat. fries everywhere. this guy left glitter somehow who has glitter on a tuesday. anyway she cheated. there it is again like saying it normal makes it normal. not normal. I keep hearing ""be safe out there"" from passengers and wanting to laugh because where is out there exactly because my house isn't safe either apparently

I took a woman to the airport and she was crying quiet into her sleeve and I almost asked her if she also got split open by a phone screen but then the gps said turn left turn left recalculating and thats my whole head now recalculating. I missed the turn. missed a lot more than that apparently

there was a red toothbrush in the cup by the sink this morning and I stared at it too long like maybe it would explain itself. mine is blue. stupid detail. not stupid because it was there. because he was there. unless not this morning maybe last night maybe while I was driving some drunk kids home telling me love is fake ha ha tip me then

Need gas. need sleep. need to not picture the bed. I washed the pillowcases for no reason because it doesnt wash your brain out. I mean maybe if I keep moving. one more ride one more ride one more and then what",2,2,3,1,1,8,"The entry shows severe fragmentation with frequent mid-thought breaks, stream-of-consciousness jumping between driving, cheating discovery, and sensory details without clear connections. While there's an underlying coherent emotional narrative about betrayal, the expression is highly disorganized with incomplete sentences, abrupt shifts, and chaotic punctuation throughout."
"holiday and the house is too loud even when its quiet which doesnt make sense but the fridge keeps doing that click thing and i keep thinking the baby monitor is on even when shes with his mom today, i checked twice no three times. i was supposed to make something nice, ham? no thats not even us, just noodles and butter and i stood there holding the spoon like why am i in the kitchen again

everyone posts matching pajamas and cinnamon rolls and i cant even find the other tiny sock. there was only one in the dryer and i cried about that which is stupid, not stupid, i dont know. i keep staring at the tree and it looks fake fake obviously but like too flat almost like if i touched it my hand would go through, i didnt like that. i sat on the floor for a while. not sleeping just sort of gone. then my phone buzzed and i hated everyone for texting merry christmas with those little hearts

i should clean the bottles. i did clean one did i. the sink smells weird. i keep thinking i hear her cough and then nothing and then i miss her so bad i get mad about it because i wanted one quiet day didnt i? didnt i say that. now its here and i cant breathe right. my chest feels like when you forget why you walked into a room except whole body

mom said call later but later keeps moving. i need money i need groceries i need to answer that message i need to stop looking at old pictures from last year when i still thought things were about to get easier. they didnt. maybe after new years. stupid. i should call. i should really call and the noodles are cold",2,2,2,2,1,8,"This entry shows significant fragmentation with thoughts jumping between sensory overload, parenting struggles, and holiday expectations without clear connections. The writing contains frequent mid-thought breaks, contradictory impulses that aren't integrated, and ends abruptly without resolution, suggesting high cognitive load and disorganized mental processing."
"I did the thing again where I kept driving after the app went quiet just circles basically, not even a ride just the map voice talking like it knows where home is. We fought in the kitchen or hallway maybe both because suddenly the keys were on the floor and she said I never listen and I was listening I was just somewhere else again not asleep not gone exactly just behind the glass. Hate when she says my name twice. means I already missed it

There was still fries in the car from that airport guy. cold. I ate one and then felt sick because who does that at 34. anyway she said I turn everything into static and then I said something about her always waiting til midnight to explode which maybe true but also why did I say explode because then she cried and I couldn't come back from that. couldn't come back from a lot of it actually. rent due monday. I need gas. I need to text her. not text her. I should go upstairs but I sat in the lot for like 40 min watching people load groceries like it was a show for me

One passenger earlier asked if I do this full time and I said yeah mostly and he said must hear crazy stories. if only. I hear my own voice in the rearview and it sounds fake. maybe that's normal. maybe everybody gets to a red light and forgets where they were going for one whole second then five then the whole marriage or not marriage, see, that's part of it too she keeps saying if we're building something then why does it feel temporary and I had an answer in the moment I swear I did but then the dishwasher was open and the spoon tray looked bent and that was somehow the only thing in the room

I should go in. I should not go in if she's still awake because then round two and I can't do her face doing that shut down thing. Phone at 12% no charger because I left it by the sink I think. or in the car no I'm in the car. I keep thinking of when she said just be here with me and I was, I was there I think I was",2,2,3,2,1,8,"The entry shows severe fragmentation with thoughts jumping abruptly between driving, fighting, passengers, and relationship dynamics without clear transitions. While there's some awareness of contradictory impulses (should/shouldn't text her, go in/not go in), the expression is marked by incomplete sentences, mid-thought abandonment, and chaotic punctuation that suggests high cognitive load. The entry ends mid-thought with no resolution, trailing off in confusion about presence and location."
"3 something i dont know. woke up choking on that dream again boots in the hallway mud on the tile like you came in from site and i was already saying hold on let me get a towel and then no. kitchen dark. just fridge noise. i hate that noise

I keep thinking i heard the truck door slam but it was the ice maker or the pipes or my head whatever. cant sleep because every time i shut my eyes its the same thing not even the same exactly just your jacket on the chair and then the chair isnt there and the phone ringing from before. from then. i should throw that chair out. no thats stupid

my hands still got dust in the cracks from today even after washing. concrete dust gets in everything same as grief i guess dumb. foreman said be back at 6 dont be late like i wasnt standing there barely hearing him talking about rebar and lunch orders and somebody laughed too loud. i wanted to hit him for laughing not even at me just laughing. then felt bad. then didnt

i forgot to eat i think no i had jerky in the truck or was that yesterday. stomach hurts. coffee was a mistake. made coffee because i was cold then got sick from the smell because in the dream you were making it, thats so stupid i cant even drink coffee now what kind of man gets knocked sideways by a damn coffeepot

i keep almost calling you. still. thats the worst part maybe not the worst there isnt a worst its all worst. phone in my hand like an idiot like maybe this time. i know. i know. i know and still

someone needs to fix the porch light its flickering and i keep thinking headlights pulling in i hate 3am i hate sleeping i hate waking up more and tomorrow i gotta pour that slab straight and keep my head clear and if i see that jacket again",2,2,3,1,1,8,"This entry shows severe fragmentation with sentences breaking mid-thought, no punctuation, and stream-of-consciousness jumps between dreams, work, and grief memories. While there's some emotional coherence around loss, the structural organization is highly compromised with incomplete thoughts and abrupt shifts. The entry abandons multiple topics and ends mid-sentence without any resolution."
"I keep putting stuff in boxes and then taking it back out because what if thats mine no the mugs are mine except the blue one was ours which is stupid because a mug cant be ours now apparently. I have to be up at 6 for routes and I havent even found my charger and my chest is doing that thing again, not pain probably just panic probably not dying but I googled it and then why did I google it

He said we can be civil which is such a disgusting word like pass me the tape gun while my whole life is in trash bags cool thanks. The hallway smells like someone cooking onions and I cant breathe. I need to finish the bedroom first no the bathroom because if I leave the shampoo he will use it and that makes me want to throw up why am I thinking about shampoo when I still have three deliveries tomorrow out by the highway and if I oversleep again my manager will do that face

I found one of his socks in my laundry basket and just stood there holding it like an idiot. I should text him about the deposit. no I should not text him. only about the deposit. not about how he slept fine while I was in the kitchen on the floor trying to breathe into a cereal box because couldnt find a paper bag which is funny not funny

Need tape. Need water. need to stop shaking because I cant even fold a shirt right now and the boxes keep making that ripping sound. He said this is for the best and I actually almost said best for who best for the landlord maybe. I still have to change my address. insurance. gas card. the plant is dying. I knew I was forgetting something I am forgetting everything I cant",2,1,2,1,1,9,"This entry shows severe fragmentation with thoughts jumping mid-sentence between packing, work anxiety, physical symptoms, and relationship aftermath without clear boundaries or transitions. The writing exhibits high cognitive load with incomplete sentences, contradictory impulses about texting, and streams of consciousness that abandon topics abruptly, creating a chaotic mental landscape that ends without any resolution."
"First morning after and the house is still here which feels rude somehow the coffee maker clicked on because I forgot to unplug it or maybe I didnt forget maybe I wanted one normal sound but then I couldnt drink it. Mug still on the counter from yesterday no from before yesterday I keep doing that. I went to fold towels and just stood there holding one towel for I dont know. Why are there so many towels when one person is just gone and gone doesnt even sound like the right stupid word

The dog keeps looking at the hallway. I hate that. I told him stop it like he understands anything and then I cried because of course he understands more than I do right now. I need to call people back. My sister left three messages. The casserole dishes, god, people and their casseroles, where do I even put them the fridge is full and I found the mustard behind the juice and for one second I thought I should ask if we need more mustard and then. no

I signed a form this morning I think I did maybe that was yesterday everything has that fluorescent feeling. The laundry is wet in the machine and if I leave it it'll smell and somehow that feels like a moral failure too. I keep thinking I heard the car in the drive. I keep almost saying your name out loud to ask about the insurance paper the blue folder where is the blue folder I saw it on the desk unless that was the electric bill no wait the bill is red. or past due. doesnt matter. everything matters stupidly

I am 55 years old and cannot figure out toast. Burned it twice. stood there. plate in my hand. I should call I know I should call but if they say sorry one more time I might break the phone or myself or the hallway light keeps flickering and I was going to change it but you always said",2,2,3,2,1,8,"The entry shows severe fragmentation with sentences breaking mid-thought, topics bleeding into each other without clear transitions, and frequent restarts or corrections. While there's clear emotional coherence around grief, the structural organization is highly disrupted with minimal punctuation, incomplete thoughts, and an abrupt ending that trails off mid-sentence."
"still on hold. same piano loop again i swear its the same six notes or maybe five and the little voice keeps saying your call is important while J is screaming because the blue cup is dirty and the other one is too blue somehow and the baby is doing that cough not sick-cough maybe cracker cough? i cant think straight

i was supposed to check my shift thing because if they move me to nights again i literally cant, no i can but then daycare no wait i am daycare half the time. i should know this. nurse and cant even remember if i took my meds or just thought about taking them. my head feels like cotton in the sink. wet cotton. disgusting

hold music. still. if one more tiny voice says please stay on the line i might evaporate. i need them to answer because billing said call staffing and staffing said call employee health and employee health said hospital operator and i did and now this. meanwhile someone is crying in the bathroom but i think its fake crying. no that sounds mean. everything sounds mean today

i had toast. did i eat the toast or make it and leave it there because i just found bread on the counter and one sock in the fridge which feels connected somehow. not actually. maybe the medicine is making me slow again. not slow just blurry. i keep forgetting words like stetho - stethoscope obviously, jesus

J is yelling MOM MOM MOM and the baby found the dog water. i can hear the hold music under the screaming which should be illegal. i need them to pick up because my badge thing and the shift and the form and i was going to say something else about tomorrow but then the phone clicked and i thought finally but it was just more music so",2,2,3,1,1,8,"This entry shows severe fragmentation with constant mid-thought breaks, incomplete sentences, and chaotic topic switching between hold music, children, work shifts, and medication concerns. The stream-of-consciousness style creates significant cognitive noise with minimal resolution, though the writer shows some awareness of their scattered state."
